poi_id;writer;keyword;wrating;wtime;mlocation;review;ids;titlen;mrating;mtipe;wlocation;mtotreview;wlocationlat;wlocationlong
47;Putri R;;40;2017/5/28;-6.915364,107.59374;This mall is one of good malls in Bandung. It is really big and nice. They have different clothing stores like H&M, Bershka, Zara, Pull&Bear,Uniqlo and others.While number of stores haven't opened yet, the opened ones already have much to offer if you are after shopping and dining.Though so far, it is a bit hard to navigate and ask local employees where to find shops as the employees are kind of hard to find.;488437017;Nice mall to visit - 23 Paskal Shopping Centre;40;Shopping Malls, Shopping ;Bandung, Indonesia;27;-6.917464;107.619123
47;Edwin K;;30;2017/6/11;-6.915364,107.59374;Nursery room is a big minus here. First : It is located inside male toilet (WTF). Second : It only consists of a sink and a hard table. No chair, no soft cushion for the baby to lay on while getting diaper changed. Third : for a mall as big as that, it only had one nursery room. Hopefully the management will fix this problem for greater good;492114339;Nursery room in most unexpected place - 23 Paskal Shopping Centre;40;Shopping Malls, Shopping ;Bandung, Indonesia;27;-6.917464;107.619123
47;Su Wen L;;40;2017/7/8;-6.915364,107.59374;We are visiting this simple restaurant but nicely rustic decorated. This is newly retaurant from very old beancurd factory. From 1923. They served simple but nice food from lite bites as banana fritters to main course as rib bbq, fried duck and chicken and the many variation fried rice. A must try are many variation beancurd of course. The beverage are awesome too..;499804360;Good bites - 23 Paskal Shopping Centre;40;Shopping Malls, Shopping ;Bandung;27;-6.917464;107.619123
47;Desti P;;30;2017/6/30;-6.915364,107.59374;Newest mall in town. It is located inside Paskal Hyper Square. Tenants are premium, but the mall is standard. The toilet even below standard. Only few available from a mall that big, and it's dirty, no tissue in some place, flusher's broke - consider it's a new mall. I hope the management can improve the public facility. Despite it having premium tenants, I dont feel the mall is elegant. ;497527320;Premium tenants standard mall - 23 Paskal Shopping Centre;40;Shopping Malls, Shopping ;Bandung, Indonesia;27;-6.917464;107.619123
47;Yeni H;;30;2017/7/12;-6.915364,107.59374;it is in good location even with the crowded traffic at the entry way. they have 'complete' tenant, but the most minor is the toilet, they need to add toilet spot, i even not sure if they have toilet in every floors, and for the food court, they have to add the exhaust fan.;501182338;they need to add toilet spot - 23 Paskal Shopping Centre;40;Shopping Malls, Shopping ;Jakarta, Indonesia;27;-6.17511;106.865039
47;Richard_Sembiring;;40;2017/7/29;-6.915364,107.59374;Newest shopping mall in Bandung with various BIG NAME tenant inside. Some open air restaurants with live music also available.Good one!;506923847;New in town - 23 Paskal Shopping Centre;40;Shopping Malls, Shopping ;Jakarta, Indonesia;27;-6.17511;106.865039
49;HLeswari;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;40;2016/5/16;-6.890303,107.5956;Interactions with baby animals in the middle of Bandung City, at the roof top of Paris Van Java Mall. There are 2 calves, 8 young goats, 2 sheep, many of rabbits, and 2 siberian huskies. Price for petting those animals = Rp. 60.000,- include foods for animals and 1 bag of milk for children. Children really enjoy their time playing with animals. But for price, i think its little bit overpriced. ;373295405;NOT BAD... - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Jakarta, Indonesia;42;-6.17511;106.865039
47;Teddy W;;40;2017/8/3;-6.915364,107.59374;We visited this mall after having dinner on Paskal Food Centre.The concept is almost the same with some big malls in Jakarta. Good ambience, nice place for window shopping or hang out with friends. They have CGV Cinema also. I found a small jacket shop at the corner that sells good quality jacket at sale price.;508604953;New Mall (2017) at Bandung - 23 Paskal Shopping Centre;40;Shopping Malls, Shopping ;Jakarta, Indonesia;27;-6.17511;106.865039
49;R_Immanuel;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;30;2016/6/7;-6.890303,107.5956;My baby boy love the place very much, he love to feeding all the baby animal there, but the place is very dirty and poorly maintained. So sad;380501163;promising but poorly maintained - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Jakarta, Jakarta Raya, Indonesia;42;-6.208763;106.845599
47;Alexander D;;40;2017/10/9;-6.915364,107.59374;New concept shopping mall in Bandung. This place will be the new favorite shopping mall for me and my family. Recommended!!!;529839971;New Shopping Mall in town - 23 Paskal Shopping Centre;40;Shopping Malls, Shopping ;Jakarta, Indonesia;27;-6.17511;106.865039
49;Bagus Wicaksono R;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;50;2016/5/3;-6.890303,107.5956;The place is located at the roof area of the Paris Van Java mall. The kids will get to feed the goats, ducks, chickens, rabbits and many more! Keep the voucher for a free FRESH milk directly from the farm :);369830091;Fresh approach for the kids to enjoy. - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Jakarta Selatan;42;-6.261493;106.8106
49;rameshor s;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;30;2016/7/3;-6.890303,107.5956;Good in the central place but not managed properly...My kids they enjoy it feeding rabbit, sheeps n goats . The place need more cleaningness as well as maintain health quality of animals kept there . ;388892532;Lactasari dairy farm - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Jakarta, Jakarta Raya, Indonesia;42;-6.208763;106.845599
49;widdi m;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;50;2016/9/13;-6.890303,107.5956;We can go shopping and, at the same time, our children can play and learn about some animals and experience feeding them. What a brilliant idea of this place offered. My 3yo daughter really love this place!;418100447;Brilliant - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Jakarta, Indonesia;42;-6.17511;106.865039
49;David T;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;40;2016/7/10;-6.890303,107.5956;decent collection of animals, the food provided for animal feeding was too little so we had to buy several times, allowing kids and adults to interact with animals;391208359;fun for the kids and adults - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Jakarta, Jakarta Raya, Indonesia;42;-6.208763;106.845599
49;OpaQ;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;50;2016/11/10;-6.890303,107.5956;My 3yo niece had a great time here, specially when feeding the rabbits. I also played with Ohio, one of the pretty huskies. We saw the keeper feed the cows with giant bottles at 530pm. We went on thursday around 3pm. It was a good time, there were only 3-4 other families come and go during our 3+ hours visit there. It's a good idea to avoid weekends and holidays.The entrance fee is fair, IDR60,000 for 1 child+1 adult. Cheapskates who said it's pricey forgot that this place is in - precisely, on top of - a mall.The owners and the keeper were nice. Overall they seem to take good care of the animals, I just think the huskies need a bigger space. ;436293856;A Petting Zoo on a Rooftop of a Mall - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Las Vegas, Nevada;42;36.169941;-115.13983
49;Effie J;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;20;2017/7/7;-6.890303,107.5956;Located on top of paris van java. Now the name changed into kidzoo. Ticket price is 70k for 1 child 1 adult 1 small bucket of vegetables and 1 small milk bottle to feed animal. The place is very small and the only activity there is to feed the animal. Nothing else. Pay-feed-go. Not worth it;499388694;Very small - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Jakarta, Indonesia;42;-6.17511;106.865039
49;meganlee82;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;50;2017/5/4;-6.890303,107.5956;Rabbits, cows, goats and a deer. All clambering for food. There used to be huskies there though.. Overall fun even for adults.;481603277;Cute! - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Singapore, Singapore;42;1.352083;103.819836
49;Victor N;petting zoo, baby animal, paris van java mall, entrance fee, goats, rabbits, huskies, rooftop, 3yo, milk, siberian, feeding, interact, fun;50;2017/8/30;-6.890303,107.5956;Went to the petting zoo with my partner as we thought it's a pretty nice idea to chill the afternoon out with some animals. They had goats, cows, rabbits and more. Really fun to feed the animals and you can also refill your feed basket, allowing you to fill more animals' belly. Thought it's a nice concept to have a petting zoo in a swanky mall, though there can be more variety of animals. It's quite a small place, not too sure about the crowd on weekends. Definitely worth a visit if you enjoy hanging out with animals.;519349125;Small petting zoo but loads of fun - Lactasari Dairy Farm;40;Other Ranches & Farms, Sights & Landmarks ;Jakarta, Indonesia;42;-6.17511;106.865039
